,dataset,fold,ta_name,metric_error,metric_error_val,time_train_s,time_infer_s,method_subtype,n_samples_train_per_fold,n_features
10447,heloc,7,NeuralNetFastAI,0.20454358825870889,0.19803612229354806,2884.6283011436462,11.855529069900513,tuned_ensemble,6973,23
10448,heloc,8,NeuralNetFastAI,0.20208121710222549,0.19767769446935013,2917.946118593216,9.102773904800415,tuned_ensemble,6973,23
10449,hiva_agnostic,0,NeuralNetFastAI,0.1822218452406509,0.1729083669316282,8912.825426101685,14.881726503372192,tuned_ensemble,2564,1617
10450,hiva_agnostic,1,NeuralNetFastAI,0.18627643024424323,0.1716322568405103,8374.35788822174,13.548202276229858,tuned_ensemble,2564,1617
10451,hiva_agnostic,2,NeuralNetFastAI,0.17761150943334483,0.17253954861920437,8541.92824935913,15.71556568145752,tuned_ensemble,2564,1617
10452,hiva_agnostic,3,NeuralNetFastAI,0.18785312519793992,0.17128097002244702,8842.866649389267,19.61720085144043,tuned_ensemble,2564,1617
10453,hiva_agnostic,4,NeuralNetFastAI,0.17832550950016224,0.17340339815882697,9026.590096712112,18.58648657798767,tuned_ensemble,2564,1617
10454,hiva_agnostic,5,NeuralNetFastAI,0.18366614619961927,0.1722221958742896,8893.354495048523,14.782936096191406,tuned_ensemble,2564,1617
10455,hiva_agnostic,6,NeuralNetFastAI,0.17817980417670362,0.1738070900155248,8903.563435792923,13.491873264312744,tuned_ensemble,2564,1617
10456,hiva_agnostic,7,NeuralNetFastAI,0.18112088357220732,0.17291817052112146,8750.497811794281,13.759012222290039,tuned_ensemble,2564,1617
10457,hiva_agnostic,8,NeuralNetFastAI,0.18930440346484137,0.16843122824215895,8989.155189990997,20.793002605438232,tuned_ensemble,2564,1617
10458,houses,0,NeuralNetFastAI,0.23340238623660736,0.23529544025769691,4883.516680240631,7.457303285598755,tuned_ensemble,13760,8
10459,houses,1,NeuralNetFastAI,0.2338833016565079,0.2370502983588525,4723.654580116272,6.9599668979644775,tuned_ensemble,13760,8
10460,houses,2,NeuralNetFastAI,0.23734853568704095,0.23357039292387405,4766.226043701172,6.521079778671265,tuned_ensemble,13760,8
10461,houses,3,NeuralNetFastAI,0.23404527547721118,0.23690147607279416,4839.825482368469,9.157812595367432,tuned_ensemble,13760,8
10462,houses,4,NeuralNetFastAI,0.2347756555852356,0.2355427817229274,4903.007602453232,8.067612886428833,tuned_ensemble,13760,8
10463,houses,5,NeuralNetFastAI,0.23476827886328602,0.23532510011762733,4841.3614153862,6.0383970737457275,tuned_ensemble,13760,8
10464,houses,6,NeuralNetFastAI,0.23639769279662148,0.23618014085231803,4789.504341602325,9.495735883712769,tuned_ensemble,13760,8
10465,houses,7,NeuralNetFastAI,0.23454892697803106,0.233784259185005,4906.164303064346,6.921640872955322,tuned_ensemble,13760,8
10466,houses,8,NeuralNetFastAI,0.2348181522302848,0.23614021638951474,4931.142780303955,7.381605863571167,tuned_ensemble,13760,8
10467,in_vehicle_coupon_recommendation,0,NeuralNetFastAI,0.1673629203520448,0.17187750471727692,4266.065400838852,15.152300596237183,tuned_ensemble,8456,24
10468,in_vehicle_coupon_recommendation,1,NeuralNetFastAI,0.1726582639280808,0.16779651238262827,4298.842223405838,20.157689571380615,tuned_ensemble,8456,24
10469,in_vehicle_coupon_recommendation,2,NeuralNetFastAI,0.18620229279610534,0.16879547234686698,4204.241312265396,16.497004985809326,tuned_ensemble,8456,24
10470,in_vehicle_coupon_recommendation,3,NeuralNetFastAI,0.1740776748182853,0.17510118630251004,4306.384949207306,20.25784945487976,tuned_ensemble,8456,24
10471,in_vehicle_coupon_recommendation,4,NeuralNetFastAI,0.17479303838238736,0.1691132467991806,4346.812208652496,19.739882469177246,tuned_ensemble,8456,24
10472,in_vehicle_coupon_recommendation,5,NeuralNetFastAI,0.16521368836899086,0.1708624315401006,4440.772821903229,17.673853158950806,tuned_ensemble,8456,24
10473,in_vehicle_coupon_recommendation,6,NeuralNetFastAI,0.17131124660653296,0.16957946402613167,4311.131009817123,17.427907705307007,tuned_ensemble,8456,24
10474,in_vehicle_coupon_recommendation,7,NeuralNetFastAI,0.17686864022711335,0.16785369354080382,4308.42166018486,18.522061586380005,tuned_ensemble,8456,24
10475,in_vehicle_coupon_recommendation,8,NeuralNetFastAI,0.1731530791989465,0.17297659511914631,4370.9742159843445,15.117311000823975,tuned_ensemble,8456,24
10476,jm1,0,NeuralNetFastAI,0.2555943436537902,0.26373516834043154,3142.961499929428,7.460584878921509,tuned_ensemble,7257,21
10477,jm1,1,NeuralNetFastAI,0.27884810121652226,0.2577375276418502,3192.573783636093,10.660879850387573,tuned_ensemble,7257,21
10478,jm1,2,NeuralNetFastAI,0.26869670290722925,0.2605468595986279,3192.1117084026337,6.795388698577881,tuned_ensemble,7257,21
10479,jm1,3,NeuralNetFastAI,0.26781794803660197,0.2610907610907611,3138.443456172943,6.353147983551025,tuned_ensemble,7257,21
10480,jm1,4,NeuralNetFastAI,0.2713604621499358,0.2575044915724909,3212.561018705368,7.549201726913452,tuned_ensemble,7257,21
10481,jm1,5,NeuralNetFastAI,0.2657425420583315,0.26031887365818684,3174.8957014083862,4.010375738143921,tuned_ensemble,7257,21
10482,jm1,6,NeuralNetFastAI,0.26717529203009216,0.25809241927662985,3227.991124868393,7.342489719390869,tuned_ensemble,7257,21
10483,jm1,7,NeuralNetFastAI,0.26681310891837207,0.26145691716766384,3186.8389728069305,10.055402755737305,tuned_ensemble,7257,21
10484,jm1,8,NeuralNetFastAI,0.2637715598241914,0.25880803328266166,3177.67861866951,10.451755285263062,tuned_ensemble,7257,21
10485,kddcup09_appetency,0,NeuralNetFastAI,0.2013748768483038,0.185059609102737,35250.319593667984,70.23641037940979,tuned_ensemble,33334,212
10486,kddcup09_appetency,1,NeuralNetFastAI,0.19409046687605025,0.1837423679436636,35248.806309223175,66.3619749546051,tuned_ensemble,33334,212
10487,kddcup09_appetency,2,NeuralNetFastAI,0.19239101272928394,0.19589269810711474,35033.62126493454,77.35537314414978,tuned_ensemble,33334,212
10488,kddcup09_appetency,3,NeuralNetFastAI,0.19245211224441527,0.1885801928629779,35463.09695982933,81.17276263237,tuned_ensemble,33334,212
10489,kddcup09_appetency,4,NeuralNetFastAI,0.18336829915938035,0.19545009946010317,35469.4353518486,86.46031379699707,tuned_ensemble,33334,212
10490,kddcup09_appetency,5,NeuralNetFastAI,0.2134225016097343,0.18024543953071748,36153.41313672066,79.01095604896545,tuned_ensemble,33334,212
10491,kddcup09_appetency,6,NeuralNetFastAI,0.20978066143002005,0.18081756616852485,35598.89129662514,68.09496974945068,tuned_ensemble,33334,212
10492,kddcup09_appetency,7,NeuralNetFastAI,0.20691253812817645,0.17736311745357414,35702.80484056473,67.54515814781189,tuned_ensemble,33334,212
10493,kddcup09_appetency,8,NeuralNetFastAI,0.1708550372302663,0.20579638268245481,35178.38085126877,73.76634168624878,tuned_ensemble,33334,212
10494,maternal_health_risk,0,NeuralNetFastAI,0.6179137976727035,0.5481339107865275,1859.1492154598236,5.571531057357788,tuned_ensemble,676,6
10495,maternal_health_risk,1,NeuralNetFastAI,0.5711391389131157,0.5922993127237963,1841.0510425567627,2.2174036502838135,tuned_ensemble,676,6
10496,maternal_health_risk,2,NeuralNetFastAI,0.6221041622794319,0.5829163909189665,1934.7289364337921,5.543635606765747,tuned_ensemble,676,6
10497,maternal_health_risk,3,NeuralNetFastAI,0.5696769677157787,0.5560179075346101,1944.8202364444733,4.132676362991333,tuned_ensemble,676,6
10498,maternal_health_risk,4,NeuralNetFastAI,0.6180728321705835,0.5738861552897625,1841.0851604938507,3.9316201210021973,tuned_ensemble,676,6
10499,maternal_health_risk,5,NeuralNetFastAI,0.6676382009297204,0.5366346174390907,1921.4198050498962,4.821579217910767,tuned_ensemble,676,6
10500,maternal_health_risk,6,NeuralNetFastAI,0.5657691923356505,0.5747192846421239,2043.6326954364777,4.320741653442383,tuned_ensemble,676,6
10501,maternal_health_risk,7,NeuralNetFastAI,0.6420819808968387,0.5772223600732552,1811.0796661376953,4.68563437461853,tuned_ensemble,676,6
10502,maternal_health_risk,8,NeuralNetFastAI,0.639789471462098,0.5609288962042421,1877.424884557724,6.303308963775635,tuned_ensemble,676,6
10503,maternal_health_risk,9,NeuralNetFastAI,0.6354726120230643,0.5532813619456434,1873.701936006546,3.7372641563415527,tuned_ensemble,676,6
10504,maternal_health_risk,10,NeuralNetFastAI,0.5877603254937225,0.5837559798296084,1972.8169243335724,5.248523473739624,tuned_ensemble,676,6
10505,maternal_health_risk,11,NeuralNetFastAI,0.6193219637438377,0.5742187399156761,1905.280166387558,2.9244203567504883,tuned_ensemble,676,6
10506,maternal_health_risk,12,NeuralNetFastAI,0.6439676687615639,0.5511875720745347,1902.7903442382812,4.104077577590942,tuned_ensemble,676,6
10507,maternal_health_risk,13,NeuralNetFastAI,0.555769291131223,0.5978806182680959,1966.756334066391,3.830577850341797,tuned_ensemble,676,6
10508,maternal_health_risk,14,NeuralNetFastAI,0.6711567445521619,0.5439157109778124,1810.8003659248352,6.261786222457886,tuned_ensemble,676,6
10509,maternal_health_risk,15,NeuralNetFastAI,0.6043027057492677,0.5572705915512014,1807.5136654376984,2.528503894805908,tuned_ensemble,676,6
10510,maternal_health_risk,16,NeuralNetFastAI,0.6022445203269275,0.586950035939407,1875.9278876781464,3.21545672416687,tuned_ensemble,676,6
10511,maternal_health_risk,17,NeuralNetFastAI,0.5959833653976985,0.5731832469322291,1852.9468293190002,3.506664276123047,tuned_ensemble,676,6
10512,maternal_health_risk,18,NeuralNetFastAI,0.5871656772235784,0.5664197889749238,1955.601125240326,3.5618882179260254,tuned_ensemble,676,6
10513,maternal_health_risk,19,NeuralNetFastAI,0.6657489104891002,0.5513343130726035,1848.671539068222,3.1271190643310547,tuned_ensemble,676,6
10514,maternal_health_risk,20,NeuralNetFastAI,0.580893580344971,0.5797271758185633,1801.6484127044678,1.5620768070220947,tuned_ensemble,676,6
10515,maternal_health_risk,21,NeuralNetFastAI,0.5513528541461733,0.5849677051198905,1802.3370242118835,2.943800449371338,tuned_ensemble,676,6
10516,maternal_health_risk,22,NeuralNetFastAI,0.605086634520592,0.579615832073463,1842.9548785686493,4.951220512390137,tuned_ensemble,676,6
10517,maternal_health_risk,23,NeuralNetFastAI,0.6156027696827906,0.5585906657341165,2013.127952337265,3.690673589706421,tuned_ensemble,676,6
10518,maternal_health_risk,24,NeuralNetFastAI,0.612779999532539,0.5735574159147512,1864.8113279342651,4.690651178359985,tuned_ensemble,676,6
10519,maternal_health_risk,25,NeuralNetFastAI,0.6036790446502224,0.5578975325898707,1860.1820766925812,4.744706630706787,tuned_ensemble,676,6
10520,maternal_health_risk,26,NeuralNetFastAI,0.6514556901345184,0.5615057888299625,1808.4795365333557,3.843780755996704,tuned_ensemble,676,6
10521,maternal_health_risk,27,NeuralNetFastAI,0.6954717033790873,0.5446364331660426,1848.8684403896332,2.7043795585632324,tuned_ensemble,676,6
10522,maternal_health_risk,28,NeuralNetFastAI,0.5288693306197213,0.5946525276773871,1813.331269979477,5.708963394165039,tuned_ensemble,676,6
10523,maternal_health_risk,29,NeuralNetFastAI,0.605103759748336,0.5543986307457562,1786.8213069438934,3.2319931983947754,tuned_ensemble,676,6
10524,miami_housing,0,NeuralNetFastAI,86434.01067599382,86917.54900068557,3495.172525405884,8.763729572296143,tuned_ensemble,9184,15
10525,miami_housing,1,NeuralNetFastAI,86852.65998951084,86370.9884188152,3627.6193675994873,9.338749885559082,tuned_ensemble,9184,15
10526,miami_housing,2,NeuralNetFastAI,84292.65183607384,87960.42837444086,3601.0729234218597,10.20599913597107,tuned_ensemble,9184,15
10527,miami_housing,3,NeuralNetFastAI,78278.856577568,90608.6414004728,3611.7620780467987,10.2062246799469,tuned_ensemble,9184,15
10528,miami_housing,4,NeuralNetFastAI,96722.31469044423,81849.76309217012,3598.1399722099304,14.419941425323486,tuned_ensemble,9184,15
10529,miami_housing,5,NeuralNetFastAI,87746.39003392309,86601.15097940832,3723.225724697113,10.509803533554077,tuned_ensemble,9184,15
10530,miami_housing,6,NeuralNetFastAI,84256.44576339102,87218.31651065877,3617.824398756027,10.159442663192749,tuned_ensemble,9184,15
10531,miami_housing,7,NeuralNetFastAI,86971.24359376983,87868.90977182049,3609.0950679779053,6.82466197013855,tuned_ensemble,9184,15
10532,miami_housing,8,NeuralNetFastAI,88224.34217250283,85785.35923584284,3697.4528098106384,11.13480544090271,tuned_ensemble,9184,15
10533,online_shoppers_intention,0,NeuralNetFastAI,0.07573873120358598,0.06105185465796226,3856.0438706874847,18.06723141670227,tuned_ensemble,8220,17
10534,online_shoppers_intention,1,NeuralNetFastAI,0.06669264581817125,0.06501593825470797,3743.096896648407,15.1991286277771,tuned_ensemble,8220,17
10535,online_shoppers_intention,2,NeuralNetFastAI,0.06323026761241646,0.06704290045006389,3794.906469345093,12.248067378997803,tuned_ensemble,8220,17
10536,online_shoppers_intention,3,NeuralNetFastAI,0.07107357259498226,0.0639500123106781,3779.4319655895233,16.742223501205444,tuned_ensemble,8220,17
10537,online_shoppers_intention,4,NeuralNetFastAI,0.06777797692109944,0.06353543212290402,3789.953109741211,14.782565593719482,tuned_ensemble,8220,17
10538,online_shoppers_intention,5,NeuralNetFastAI,0.06570326558839612,0.06532534587574179,3853.2218267917633,15.486999273300171,tuned_ensemble,8220,17
10539,online_shoppers_intention,6,NeuralNetFastAI,0.0713175231639891,0.06268296292675513,3698.8074429035187,14.896322250366211,tuned_ensemble,8220,17
10540,online_shoppers_intention,7,NeuralNetFastAI,0.06423775178052238,0.06572827165321549,3813.2521555423737,18.634432554244995,tuned_ensemble,8220,17
10541,online_shoppers_intention,8,NeuralNetFastAI,0.0686329354087688,0.06448520998758067,3789.449578523636,15.119706869125366,tuned_ensemble,8220,17
10542,physiochemical_protein,0,NeuralNetFastAI,3.7469120567074587,3.7226421129572786,9077.588103055954,8.682497262954712,tuned_ensemble,30487,9
10543,physiochemical_protein,1,NeuralNetFastAI,3.654683673164557,3.7162199206835536,8929.597459316254,6.8272833824157715,tuned_ensemble,30487,9
10544,physiochemical_protein,2,NeuralNetFastAI,3.68574647507169,3.726069802404754,9353.763411998749,7.099336862564087,tuned_ensemble,30487,9
10545,physiochemical_protein,3,NeuralNetFastAI,3.645551104280844,3.7291442901717087,9303.464504480362,6.3028295040130615,tuned_ensemble,30487,9
10546,physiochemical_protein,4,NeuralNetFastAI,3.6796337821456486,3.738226646205485,9147.340816020966,6.729365348815918,tuned_ensemble,30487,9
10547,physiochemical_protein,5,NeuralNetFastAI,3.7045078072625244,3.712851443619313,9266.750239133835,6.291958808898926,tuned_ensemble,30487,9
10548,physiochemical_protein,6,NeuralNetFastAI,3.639829232879991,3.708803535092276,9437.056068897247,7.1690521240234375,tuned_ensemble,30487,9
10549,physiochemical_protein,7,NeuralNetFastAI,3.689303576143071,3.7094778004418703,9251.441045284271,6.78695273399353,tuned_ensemble,30487,9
10550,physiochemical_protein,8,NeuralNetFastAI,3.7046222002933997,3.747559785972927,9302.104480028152,5.76510763168335,tuned_ensemble,30487,9
10551,polish_companies_bankruptcy,0,NeuralNetFastAI,0.13111007761883375,0.12802792279419084,2344.1142625808716,12.332777738571167,tuned_ensemble,3940,64
10552,polish_companies_bankruptcy,1,NeuralNetFastAI,0.16168301336805768,0.12068583175755254,2399.5348012447357,9.578379392623901,tuned_ensemble,3940,64
10553,polish_companies_bankruptcy,2,NeuralNetFastAI,0.1258676096383815,0.12701692453533198,2295.896997690201,10.860161781311035,tuned_ensemble,3940,64
10554,polish_companies_bankruptcy,3,NeuralNetFastAI,0.16984331900699212,0.14834830619502148,2261.8771760463715,13.279001712799072,tuned_ensemble,3940,64
10555,polish_companies_bankruptcy,4,NeuralNetFastAI,0.13892107788675578,0.12235401177315552,2359.210524082184,11.399563789367676,tuned_ensemble,3940,64
10556,polish_companies_bankruptcy,5,NeuralNetFastAI,0.11406453462673372,0.11553794809862439,2362.712028503418,11.560749053955078,tuned_ensemble,3940,64
10557,polish_companies_bankruptcy,6,NeuralNetFastAI,0.14987330810186672,0.12515430808255779,2301.360978603363,13.924559593200684,tuned_ensemble,3940,64
10558,polish_companies_bankruptcy,7,NeuralNetFastAI,0.10336451352137022,0.11770857993928618,2373.0321810245514,10.963905811309814,tuned_ensemble,3940,64
10559,polish_companies_bankruptcy,8,NeuralNetFastAI,0.14688138387470584,0.12688207165981913,2338.4730269908905,12.011354684829712,tuned_ensemble,3940,64
10560,qsar-biodeg,0,NeuralNetFastAI,0.06578425361560936,0.04139084891249001,2064.2218239307404,6.4066479206085205,tuned_ensemble,703,41
10561,qsar-biodeg,1,NeuralNetFastAI,0.07019713392012805,0.04118904040129656,1904.003527879715,6.850143194198608,tuned_ensemble,703,41
10562,qsar-biodeg,2,NeuralNetFastAI,0.05335709609369321,0.04535412252585069,1888.6230652332306,6.572249412536621,tuned_ensemble,703,41
10563,qsar-biodeg,3,NeuralNetFastAI,0.04616438850218196,0.05345711791663632,2023.444839477539,8.126352548599243,tuned_ensemble,703,41
10564,qsar-biodeg,4,NeuralNetFastAI,0.0904560995126209,0.040464678292678524,1836.0346183776855,8.272428035736084,tuned_ensemble,703,41
10565,qsar-biodeg,5,NeuralNetFastAI,0.06954244562449985,0.04001195197479224,1922.4015080928802,3.760345220565796,tuned_ensemble,703,41
10566,qsar-biodeg,6,NeuralNetFastAI,0.07195152739207267,0.043500400087291724,1870.8081483840942,7.8850319385528564,tuned_ensemble,703,41
10567,qsar-biodeg,7,NeuralNetFastAI,0.07034262020804538,0.03671610438057982,1950.9458663463593,9.12166976928711,tuned_ensemble,703,41
10568,qsar-biodeg,8,NeuralNetFastAI,0.04524623554230012,0.04476557831259842,1948.3505940437317,5.9156413078308105,tuned_ensemble,703,41
10569,qsar-biodeg,9,NeuralNetFastAI,0.0799942294514372,0.03696261002400525,1903.8680880069733,4.8157548904418945,tuned_ensemble,703,41
10570,qsar-biodeg,10,NeuralNetFastAI,0.06012220848185057,0.051484036870031336,1908.0698115825653,7.023040771484375,tuned_ensemble,703,41
10571,qsar-biodeg,11,NeuralNetFastAI,0.05732159743944132,0.049338114123250176,2000.1551434993744,11.11980390548706,tuned_ensemble,703,41
10572,qsar-biodeg,12,NeuralNetFastAI,0.050420168067226934,0.04950170946388299,1945.392567873001,7.978361129760742,tuned_ensemble,703,41
10573,qsar-biodeg,13,NeuralNetFastAI,0.0657598021386484,0.0414878397711016,1928.0350890159607,8.116645336151123,tuned_ensemble,703,41
10574,qsar-biodeg,14,NeuralNetFastAI,0.0790354259111079,0.0413701309284511,1900.1663365364075,8.356225967407227,tuned_ensemble,703,41
10575,qsar-biodeg,15,NeuralNetFastAI,0.07887618566739996,0.04158179966538156,1854.26327586174,4.855602025985718,tuned_ensemble,703,41
10576,qsar-biodeg,16,NeuralNetFastAI,0.0420455372081181,0.05325872403614562,1992.8099358081818,5.250847816467285,tuned_ensemble,703,41
10577,qsar-biodeg,17,NeuralNetFastAI,0.07448897941369026,0.038653773021133264,1918.5977272987366,5.179038763046265,tuned_ensemble,703,41
10578,qsar-biodeg,18,NeuralNetFastAI,0.07523352688714968,0.03528951771295552,1909.391785621643,4.03482723236084,tuned_ensemble,703,41
10579,qsar-biodeg,19,NeuralNetFastAI,0.06008583690987124,0.05206352655692581,2017.5347509384155,4.3430657386779785,tuned_ensemble,703,41
10580,qsar-biodeg,20,NeuralNetFastAI,0.06535971484687564,0.04321725430542733,1889.2476654052734,5.860498428344727,tuned_ensemble,703,41
10581,qsar-biodeg,21,NeuralNetFastAI,0.08457460237313807,0.03611697097548561,1996.6965568065643,7.663077116012573,tuned_ensemble,703,41
10582,qsar-biodeg,22,NeuralNetFastAI,0.04979268203971776,0.05427283098821101,1970.2964444160461,6.248823881149292,tuned_ensemble,703,41
10583,qsar-biodeg,23,NeuralNetFastAI,0.06230450280061106,0.04390539830861451,2033.7205367088318,5.135066986083984,tuned_ensemble,703,41
10584,qsar-biodeg,24,NeuralNetFastAI,0.06059075990911389,0.04900160034916712,2009.568975687027,4.973904132843018,tuned_ensemble,703,41
10585,qsar-biodeg,25,NeuralNetFastAI,0.06248636066050772,0.045127759366907494,2035.064872264862,6.247579097747803,tuned_ensemble,703,41
10586,qsar-biodeg,26,NeuralNetFastAI,0.07528915399723579,0.03763966606906788,1954.2950100898743,3.8594970703125,tuned_ensemble,703,41
10587,qsar-biodeg,27,NeuralNetFastAI,0.07296137339055797,0.040354259111078816,1945.214011669159,5.915505886077881,tuned_ensemble,703,41
10588,qsar-biodeg,28,NeuralNetFastAI,0.08660071288281079,0.03884391807464549,1961.7039549350739,8.949412107467651,tuned_ensemble,703,41
10589,qsar-biodeg,29,NeuralNetFastAI,0.044918891394486016,0.05627388131326849,1999.482017993927,8.572784423828125,tuned_ensemble,703,41
10590,seismic-bumps,0,NeuralNetFastAI,0.22761250953470635,0.17208511855327058,2244.3698081970215,5.74967885017395,tuned_ensemble,1723,15
10591,seismic-bumps,1,NeuralNetFastAI,0.24638420585625553,0.16766707009911352,2257.855703353882,9.661796569824219,tuned_ensemble,1723,15
10592,seismic-bumps,2,NeuralNetFastAI,0.2353146547961945,0.1735832463035233,2333.7074315547943,6.746626853942871,tuned_ensemble,1723,15
10593,seismic-bumps,3,NeuralNetFastAI,0.25927863136101126,0.17861916102454667,2301.032823562622,9.263328075408936,tuned_ensemble,1723,15
10594,seismic-bumps,4,NeuralNetFastAI,0.175399290150843,0.19011481469366398,2258.922195672989,15.996230840682983,tuned_ensemble,1723,15
10595,seismic-bumps,5,NeuralNetFastAI,0.26485991097145845,0.15875886329907107,2350.56826710701,7.2574145793914795,tuned_ensemble,1723,15
10596,seismic-bumps,6,NeuralNetFastAI,0.23116486869347286,0.1777776555547611,2308.7093193531036,8.104109287261963,tuned_ensemble,1723,15
10597,seismic-bumps,7,NeuralNetFastAI,0.27062999112688557,0.15181053940008504,2242.3968012332916,8.374056816101074,tuned_ensemble,1723,15
10598,seismic-bumps,8,NeuralNetFastAI,0.24057344854674,0.17997031825427368,2312.7779562473297,8.957863092422485,tuned_ensemble,1723,15
10599,splice,0,NeuralNetFastAI,0.08408622783986201,0.09520368635496755,3999.8190157413483,16.60558557510376,tuned_ensemble,2127,60
10600,splice,1,NeuralNetFastAI,0.11072310388403502,0.07536315338924308,4032.2519867420197,11.505487203598022,tuned_ensemble,2127,60
10601,splice,2,NeuralNetFastAI,0.10317832253720034,0.0794788937443782,4028.241717815399,10.95784330368042,tuned_ensemble,2127,60
10602,splice,3,NeuralNetFastAI,0.09459362092218895,0.08931134208623225,3973.9311974048615,16.504453420639038,tuned_ensemble,2127,60
10603,splice,4,NeuralNetFastAI,0.1043690474950353,0.07913799070902801,4031.3631443977356,14.207327127456665,tuned_ensemble,2127,60
10604,splice,5,NeuralNetFastAI,0.11074326066366422,0.07819168267487792,4099.05247092247,12.252604484558105,tuned_ensemble,2127,60
10605,splice,6,NeuralNetFastAI,0.11748161409351235,0.08100171604068733,3957.720288515091,16.119136810302734,tuned_ensemble,2127,60
10606,splice,7,NeuralNetFastAI,0.117991006804628,0.0718052289690422,4051.5234055519104,15.865713119506836,tuned_ensemble,2127,60
10607,splice,8,NeuralNetFastAI,0.08091789519298745,0.08839928947834434,4163.751940727234,16.349416255950928,tuned_ensemble,2127,60
10608,students_dropout_and_academic_success,0,NeuralNetFastAI,0.5567027168545615,0.5064283283896572,2144.9225614070892,11.840214014053345,tuned_ensemble,2950,36
10609,students_dropout_and_academic_success,1,NeuralNetFastAI,0.5430203967604637,0.5220477410831458,2156.565845012665,12.61106824874878,tuned_ensemble,2950,36
10610,students_dropout_and_academic_success,2,NeuralNetFastAI,0.5313914778689933,0.5304817490771656,2122.0815036296844,12.580624103546143,tuned_ensemble,2950,36
10611,students_dropout_and_academic_success,3,NeuralNetFastAI,0.5588723510200593,0.5157128004355189,2165.8516206741333,10.403799057006836,tuned_ensemble,2950,36
10612,students_dropout_and_academic_success,4,NeuralNetFastAI,0.5223481746747486,0.5314268570715982,2142.226584672928,8.707275629043579,tuned_ensemble,2950,36
10613,students_dropout_and_academic_success,5,NeuralNetFastAI,0.5331246798215692,0.5252222280348454,2204.018632173538,10.60329556465149,tuned_ensemble,2950,36
10614,students_dropout_and_academic_success,6,NeuralNetFastAI,0.5575506732947803,0.516582465796695,2176.114556789398,10.729480504989624,tuned_ensemble,2950,36
10615,students_dropout_and_academic_success,7,NeuralNetFastAI,0.5219406060225329,0.5295303360158135,2150.878936290741,11.71383786201477,tuned_ensemble,2950,36
10616,students_dropout_and_academic_success,8,NeuralNetFastAI,0.5334794974313137,0.5275807849543114,2210.5279614925385,14.218733549118042,tuned_ensemble,2950,36
10617,superconductivity,0,NeuralNetFastAI,10.548185756261216,10.608051064725137,5467.458690166473,5.063936233520508,tuned_ensemble,14176,81
10618,superconductivity,1,NeuralNetFastAI,10.497817634533519,10.686600417828247,5458.296460390091,5.133821964263916,tuned_ensemble,14176,81
10619,superconductivity,2,NeuralNetFastAI,10.391954188503496,10.638616612107517,5567.116410017014,5.951399087905884,tuned_ensemble,14176,81
10620,superconductivity,3,NeuralNetFastAI,10.674107879071107,10.684105042763099,5418.115099191666,6.071613311767578,tuned_ensemble,14176,81
10621,superconductivity,4,NeuralNetFastAI,10.6034118818348,10.451578014618514,5370.956317901611,4.934995174407959,tuned_ensemble,14176,81
10622,superconductivity,5,NeuralNetFastAI,10.388395773309059,10.672559846775616,5478.339636325836,5.437870979309082,tuned_ensemble,14176,81
10623,superconductivity,6,NeuralNetFastAI,10.577096777583503,10.573921271447157,5411.989751577377,4.682720184326172,tuned_ensemble,14176,81
10624,superconductivity,7,NeuralNetFastAI,10.737504461803637,10.50521216960718,5495.01438331604,4.005931377410889,tuned_ensemble,14176,81
10625,superconductivity,8,NeuralNetFastAI,10.494965222318694,10.692035788844702,5454.204754590988,5.94369912147522,tuned_ensemble,14176,81
10626,taiwanese_bankruptcy_prediction,0,NeuralNetFastAI,0.08706413449564132,0.05647387393238723,2527.207446575165,10.290910243988037,tuned_ensemble,4546,94
10627,taiwanese_bankruptcy_prediction,1,NeuralNetFastAI,0.0804887920298879,0.046081901730912866,2606.5556766986847,4.824774742126465,tuned_ensemble,4546,94
10628,taiwanese_bankruptcy_prediction,2,NeuralNetFastAI,0.06289713997763113,0.04996419676214192,2590.3530864715576,10.87224555015564,tuned_ensemble,4546,94
10629,taiwanese_bankruptcy_prediction,3,NeuralNetFastAI,0.06480697384806977,0.0499108486313371,2539.535511493683,7.91144585609436,tuned_ensemble,4546,94
10630,taiwanese_bankruptcy_prediction,4,NeuralNetFastAI,0.07028642590286427,0.0540892874540132,2538.687774658203,10.591142177581787,tuned_ensemble,4546,94
10631,taiwanese_bankruptcy_prediction,5,NeuralNetFastAI,0.06809299067143537,0.06669831880448318,2607.0362515449524,5.913578271865845,tuned_ensemble,4546,94
10632,taiwanese_bankruptcy_prediction,6,NeuralNetFastAI,0.06264632627646327,0.055679784985146585,2554.2257521152496,8.277438402175903,tuned_ensemble,4546,94
10633,taiwanese_bankruptcy_prediction,7,NeuralNetFastAI,0.08761830635118306,0.04603550899787057,2532.510768890381,12.006521463394165,tuned_ensemble,4546,94
10634,taiwanese_bankruptcy_prediction,8,NeuralNetFastAI,0.07411231149293906,0.05297633872976337,2589.752163171768,9.502354621887207,tuned_ensemble,4546,94
10635,website_phishing,0,NeuralNetFastAI,0.22664938543111787,0.22192196751551121,2429.5584824085236,6.119597911834717,tuned_ensemble,902,9
10636,website_phishing,1,NeuralNetFastAI,0.2321515478649063,0.22655272773738394,2327.864501476288,6.1059839725494385,tuned_ensemble,902,9
10637,website_phishing,2,NeuralNetFastAI,0.2680108264980115,0.19614849846931803,2314.6686923503876,4.649881601333618,tuned_ensemble,902,9
